상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,PNU코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도,PARIS_ID,DISTANCE
MA010120220803047605,더밀풍베이커리,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480570,운정3동,4148011300,동패동,4148011300100150001,1,대지,15,1,경기도 파주시 동패동 15-1,414804418973,경기도 파주시 미래로310번길,56,12,4148011300100150001000002,,경기도 파주시 미래로310번길 56-12,413834,10904,,1,,126.74893340006,37.7048861382105,299,753.8312170726567
MA010120220803225502,호밀호두,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41287,고양시 일산서구,41287545,탄현1동,4128710300,탄현동,4128710300116400000,1,대지,1640,,경기도 고양시 일산서구 탄현동 1640,412873194022,경기도 고양시 일산서구 일현로,97,11,4128710300116400000000001,일산위브더제니스,경기도 고양시 일산서구 일현로 97-11,411797,10242,,1,,126.76198846505,37.6952029959045,299,879.9848604615738
MA010120220807101601,마카롱사랑방,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41287,고양시 일산서구,41287600,덕이동,4128710500,덕이동,4128710500115210000,1,대지,1521,,경기도 고양시 일산서구 덕이동 1521,412874382140,경기도 고양시 일산서구 탄중로101번길,36,,4128710500115210000004125,태영아파트,경기도 고양시 일산서구 탄중로101번길 36,411727,10233,,,,126.756700540714,37.6940841712091,299,628.127920925712
MA010120220807507033,에스에스크로아상,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41287,고양시 일산서구,41287600,덕이동,4128710500,덕이동,4128710500115350000,1,대지,1535,,경기도 고양시 일산서구 덕이동 1535,412873194049,경기도 고양시 일산서구 하이파크3로,61,,4128710500115340000000010,하이파크시티일산파밀리에4단지,경기도 고양시 일산서구 하이파크3로 61,411794,10235,,,,126.752301206982,37.6974615177364,299,191.3626584077135
MA010120220808029268,명장10,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41287,고양시 일산서구,41287600,덕이동,4128710500,덕이동,4128710500103300000,1,대지,330,,경기도 고양시 일산서구 덕이동 330,412873194046,경기도 고양시 일산서구 하이파크로,145,,4128710500103300001000001,,경기도 고양시 일산서구 하이파크로 145,411808,10231,,1,,126.757026782046,37.7037463758299,299,622.9839975804045
MA010120220809954791,성수동꿀꽈배기,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41287,고양시 일산서구,41287600,덕이동,4128710500,덕이동,4128710500102770014,1,대지,277,14,경기도 고양시 일산서구 덕이동 277-14,412873012061,경기도 고양시 일산서구 경의로,871,,4128710500102770014007097,,경기도 고양시 일산서구 경의로 871,411808,10233,,1,,126.759504178059,37.695266986519,299,692.2064933916942
MA010120220809995288,브래드웍스,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41287,고양시 일산서구,41287545,탄현1동,4128710300,탄현동,4128710300116400000,1,대지,1640,,경기도 고양시 일산서구 탄현동 1640,412873194022,경기도 고양시 일산서구 일현로,97,11,4128710300116400000000001,일산위브더제니스,경기도 고양시 일산서구 일현로 97-11,411797,10242,,2,,126.76198846505,37.6952029959045,299,879.9848604615738
MA010120220810112992,타르트N티,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41287,고양시 일산서구,41287545,탄현1동,4128710300,탄현동,4128710300116400000,1,대지,1640,,경기도 고양시 일산서구 탄현동 1640,412873194022,경기도 고양시 일산서구 일현로,97,11,4128710300116400000000001,일산위브더제니스,경기도 고양시 일산서구 일현로 97-11,411797,10242,,,,126.76198846505,37.6952029959045,299,879.9848604615738
MA010120220810157329,지씨에피세리,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480570,운정3동,4148010800,야당동,4148010800104660059,1,대지,466,59,경기도 파주시 야당동 466-59,414802206001,경기도 파주시 동서대로,696,,4148010800104660059000001,,경기도 파주시 동서대로 696,413836,10904,,3,,126.75415968831,37.7063380338932,299,817.9680651825349
MA010120220810485752,따순기미제니스점1,,I2,음식,I210,기타 간이,I21001,빵/도넛,G47216,"빵류, 과자류 및 당류 소매업",41,경기도,41287,고양시 일산서구,41287545,탄현1동,4128710300,탄현동,4128710300116400000,1,대지,1640,,경기도 고양시 일산서구 탄현동 1640,412873194022,경기도 고양시 일산서구 일현로,97,11,4128710300116400000000001,일산위브더제니스,경기도 고양시 일산서구 일현로 97-11,411797,10242,,,,126.76198846505,37.6952029959045,299,879.9848604615738
MA010120220800892950,디저트39일산탄현점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56221,커피 전문점,41,경기도,41287,고양시 일산서구,41287545,탄현1동,4128710300,탄현동,4128710300101740042,1,대지,174,42,경기도 고양시 일산서구 탄현동 174-42,412873194022,경기도 고양시 일산서구 일현로,65,,4128710300101740042008837,,경기도 고양시 일산서구 일현로 65,411839,10242,,1,,126.763490576886,37.6928310931794,300,387.0195376325697
MA010120220801760725,케익하우스인,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41287,고양시 일산서구,41287510,일산1동,4128710100,일산동,4128710100120850000,1,대지,2085,,경기도 고양시 일산서구 일산동 2085,412874382128,경기도 고양시 일산서구 일청로91번길,82,,4128710300120850000007274,,경기도 고양시 일산서구 일청로91번길 82,411860,10347,,,,126.770299169828,37.69112731238,300,712.2352385341715
MA010120220801765297,던킨도너츠,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41287,고양시 일산서구,41287545,탄현1동,4128710300,탄현동,4128710300101700006,1,대지,170,6,경기도 고양시 일산서구 탄현동 170-6,412873194022,경기도 고양시 일산서구 일현로,73,,4128710300101700006003921,,경기도 고양시 일산서구 일현로 73,411840,10242,,1,,126.763942814283,37.693592679444,300,478.9321099061758
MA010120220801772432,꼰대꽈배기,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41287,고양시 일산서구,41287510,일산1동,4128710100,일산동,4128710100121030000,1,대지,2103,,경기도 고양시 일산서구 일산동 2103,412873194013,경기도 고양시 일산서구 산현로,14,,4128710300121030000004110,,경기도 고양시 일산서구 산현로 14,411860,10348,,1,,126.763277600406,37.6892698862832,300,71.88205389441026
MA010120220801804718,신라명과,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41287,고양시 일산서구,41287510,일산1동,4128710100,일산동,4128710100120410000,1,대지,2041,,경기도 고양시 일산서구 일산동 2041,412873194033,경기도 고양시 일산서구 탄중로,518,,4128710300120410000003734,에이스10차아파트,경기도 고양시 일산서구 탄중로 518,411785,10347,,,,126.76874994848,37.6901921194463,300,557.1010312579664
MA010120220801855478,에이셰프크라프트,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41287,고양시 일산서구,41287545,탄현1동,4128710300,탄현동,4128710300116400000,1,대지,1640,,경기도 고양시 일산서구 탄현동 1640,412873194022,경기도 고양시 일산서구 일현로,97,11,4128710300116400000000001,일산위브더제니스,경기도 고양시 일산서구 일현로 97-11,411797,10242,,,,126.76198846505,37.6952029959045,300,642.1372288766735
MA010120220802959095,찐한dessert,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41287,고양시 일산서구,41287510,일산1동,4128710100,일산동,4128710100109630023,1,대지,963,23,경기도 고양시 일산서구 일산동 963-23,412874382105,경기도 고양시 일산서구 원일로45번길,2,,4128710100109630037003428,,경기도 고양시 일산서구 원일로45번길 2,411857,10348,,1,,126.767632710845,37.6871350459396,300,520.1582617642193
MA010120220803153509,그녀가만들다,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41287,고양시 일산서구,41287600,덕이동,4128710500,덕이동,4128710500102190008,1,대지,219,8,경기도 고양시 일산서구 덕이동 219-8,412873194012,경기도 고양시 일산서구 덕이로,20,,4128710500102190008003892,양우씨네플렉스,경기도 고양시 일산서구 덕이로 20,411808,10237,,,,126.756992937786,37.6894741070562,300,483.7235709615544
MA010120220803225502,호밀호두,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41287,고양시 일산서구,41287545,탄현1동,4128710300,탄현동,4128710300116400000,1,대지,1640,,경기도 고양시 일산서구 탄현동 1640,412873194022,경기도 고양시 일산서구 일현로,97,11,4128710300116400000000001,일산위브더제니스,경기도 고양시 일산서구 일현로 97-11,411797,10242,,1,,126.76198846505,37.6952029959045,300,642.1372288766735
MA010120220804825964,스몰라운드,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41287,고양시 일산서구,41287545,탄현1동,4128710300,탄현동,4128710300114990003,1,대지,1499,3,경기도 고양시 일산서구 탄현동 1499-3,412874382150,경기도 고양시 일산서구 현중로26번길,45,15,4128710300114990003007067,,경기도 고양시 일산서구 현중로26번길 45-15,411841,10244,,1,,126.770248583842,37.6941902061474,300,863.0299093961486
MA010120220805364580,슈토리,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41287,고양시 일산서구,41287510,일산1동,4128710100,일산동,4128710100109600022,1,대지,960,22,경기도 고양시 일산서구 일산동 960-22,412873194019,경기도 고양시 일산서구 원일로,32,,4128710100109600022003417,일산허스상가,경기도 고양시 일산서구 원일로 32,411857,10351,,1,,126.765865383439,37.6870534921816,300,398.4185298566768
MA010120220805428197,루스밀틴,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41287,고양시 일산서구,41287570,대화동,4128710400,대화동,4128710400120240005,1,대지,2024,5,경기도 고양시 일산서구 대화동 2024-5,412874382103,경기도 고양시 일산서구 웅비로12번길,22,,4128710400120240005003763,,경기도 고양시 일산서구 웅비로12번길 22,411803,10369,,1,,126.757432973899,37.6834870544398,300,797.782678673868
MA010120220802189823,도쿄베이커리,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41360,남양주시,41360510,호평동,4136010100,호평동,4136010100106310017,1,대지,631,17,경기도 남양주시 호평동 631-17,413604391237,경기도 남양주시 늘을1로16번안길,3,20,4136010100106310017003486,,경기도 남양주시 늘을1로16번안길 3-20,472120,12149,,1,,127.24127893338,37.6543531481145,301,611.5306881070051
MA010120220802220181,호랭이떡방,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41360,남양주시,41360520,평내동,4136010200,평내동,4136010200105780003,1,대지,578,3,경기도 남양주시 평내동 578-3,413604391764,경기도 남양주시 평내로29번길,41,,4136010200105780003005056,메인프라자,경기도 남양주시 평내로29번길 41,472938,12223,,,,127.234967467215,37.6454100597431,301,530.5899675091761
MA010120220802909066,평내빵네,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41360,남양주시,41360520,평내동,4136010200,평내동,4136010200100870000,1,대지,87,,경기도 남양주시 평내동 87,413604391078,경기도 남양주시 경춘로1350번길,34,,4136010200100870000004140,효성타운,경기도 남양주시 경춘로1350번길 34,472740,12219,,지,,127.242390144481,37.6487197460824,301,446.1333140849538
MA010120220803846882,빠띠최,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41360,남양주시,41360520,평내동,4136010200,평내동,4136010200105590002,1,대지,559,2,경기도 남양주시 평내동 559-2,413604391763,경기도 남양주시 평내로20번길,2,,4136010200105590002004871,,경기도 남양주시 평내로20번길 2,472938,12224,,1,,127.231045830301,37.6432941379129,301,914.4594795658123
MA010120220804239603,황제제과찐빵,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41360,남양주시,41360520,평내동,4136010200,평내동,4136010200105990000,1,대지,599,,경기도 남양주시 평내동 599,413603197063,경기도 남양주시 평내로,136,,4136010200105990000005223,평내마을중흥에스클래스,경기도 남양주시 평내로 136,472799,12221,,,,127.24034051979,37.6463458257345,301,453.5355377245847
MA010120220804605580,카페바닐라비,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41360,남양주시,41360520,평내동,4136010200,평내동,4136010200106050003,1,대지,605,3,경기도 남양주시 평내동 605-3,413603197043,경기도 남양주시 의안로,124,3,4136010200106050003015004,남양빌딩,경기도 남양주시 의안로 124-3,472140,12227,,,,127.237857768436,37.6420138015505,301,860.1082923444711
MA010120220805208132,빵장수단팥빵남양주점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41360,남양주시,41360510,호평동,4136010100,호평동,4136010100106400002,1,대지,640,2,경기도 남양주시 호평동 640-2,413603197013,경기도 남양주시 늘을2로,20,,4136010100106400002014935,CH리베로빌딩,경기도 남양주시 늘을2로 20,472120,12150,,1,,127.244076934699,37.6544792360973,301,783.280166988861
MA010120220806031877,성수동꿀꽈배기평내,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41360,남양주시,41360520,평내동,4136010200,평내동,4136010200105800001,1,대지,580,1,경기도 남양주시 평내동 580-1,413604391072,경기도 남양주시 경춘로1256번길,25,,4136010200105800001005060,CH리베로2,경기도 남양주시 경춘로1256번길 25,472938,12222,,1,,127.236465833789,37.6451584632627,301,517.7494847239021
MA010120220806364744,렉커토르테,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41360,남양주시,41360520,평내동,4136010200,평내동,4136010200106600001,1,대지,660,1,경기도 남양주시 평내동 660-1,413604391240,경기도 남양주시 늘을2로14번길,12,,4136010200106600001000001,,경기도 남양주시 늘을2로14번길 12,472140,12150,,1,,127.245185115388,37.6536033078538,301,801.9349659724797
MA010120220808126060,데이밍베이크샵,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41360,남양주시,41360510,호평동,4136010100,호평동,4136010100106450004,1,대지,645,4,경기도 남양주시 호평동 645-4,413603197068,경기도 남양주시 호평로,52,1,4136010100106450004003510,세원빌딩,경기도 남양주시 호평로 52-1,472120,12150,,1,,127.245854241474,37.655797126774,301,997.6320385712089
MA010120220808280457,디저트39,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41360,남양주시,41360510,호평동,4136010100,호평동,4136010100106400002,1,대지,640,2,경기도 남양주시 호평동 640-2,413603197013,경기도 남양주시 늘을2로,20,,4136010100106400002014935,CH리베로빌딩,경기도 남양주시 늘을2로 20,472120,12150,,1,,127.244076934699,37.6544792360973,301,783.280166988861
MA010120220808336055,코코호도평내,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56199,간이 음식 포장 판매 전문점,41,경기도,41360,남양주시,41360510,호평동,4136010100,호평동,4136010100106380000,1,대지,638,,경기도 남양주시 호평동 638,413604391236,경기도 남양주시 늘을1로16번길,25,,4136010100106380000003495,성보빌딩,경기도 남양주시 늘을1로16번길 25,472120,12149,,,,127.242879817216,37.654066088747,301,675.3827248206659
MA010120220804540178,달곰하루상점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41360,남양주시,41360256,화도읍,4136025622,화도읍,4136025622106280000,1,대지,628,,경기도 남양주시 화도읍 묵현리 628,413603197032,경기도 남양주시 화도읍 비룡로,180,,4136025622201560013000016,,경기도 남양주시 화도읍 비룡로 180,472846,12159,,,,127.302782118295,37.6678699457518,302,1.6160850886682738
MA010120220805906949,더베이커스가든화도,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41360,남양주시,41360256,화도읍,4136025622,화도읍,4136025622101500001,1,대지,150,1,경기도 남양주시 화도읍 묵현리 150-1,413603197027,경기도 남양주시 화도읍 묵현로,178,,4136025622101500001001501,,경기도 남양주시 화도읍 묵현로 178,472846,12158,,,,127.298827175158,37.6689637985579,302,369.97245932441706
MA010120220812179653,케하우스구뜨,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41360,남양주시,41360256,화도읍,4136025622,화도읍,4136025622100740008,1,대지,74,8,경기도 남양주시 화도읍 묵현리 74-8,413603197032,경기도 남양주시 화도읍 비룡로,123,11,4136025622100730003001596,마석K마트,경기도 남양주시 화도읍 비룡로 123-11,472846,12158,,,,127.301068853626,37.6632104078348,302,540.6030962899716
MA010120220813309552,망원동티라미수,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41360,남양주시,41360256,화도읍,4136025621,화도읍,4136025621104730001,1,대지,473,1,경기도 남양주시 화도읍 마석우리 473-1,413603197032,경기도 남양주시 화도읍 비룡로,107,,4136025621104730001001316,,경기도 남양주시 화도읍 비룡로 107,472845,12166,,1,,127.302772853484,37.6615895974803,302,698.9336934187959
MA010120220801802401,빵굽는작은마을,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56194,김밥 및 기타 간이 음식점업,41,경기도,41281,고양시 덕양구,41281590,고양동,4128111600,고양동,4128111600101740001,1,대지,174,1,경기도 고양시 덕양구 고양동 174-1,412813012033,경기도 고양시 덕양구 혜음로,68,,4128111600101740001006786,여산빌딩,경기도 고양시 덕양구 혜음로 68,412800,10274,,,,126.902923080499,37.7065817485379,303,367.615771998008
MA010120220801823950,아이브레드,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41281,고양시 덕양구,41281590,고양동,4128111600,고양동,4128111600102390022,1,대지,239,22,경기도 고양시 덕양구 고양동 239-22,412814376317,경기도 고양시 덕양구 혜음로13번길,43,,4128111600102390022001511,엠케이빌딩,경기도 고양시 덕양구 혜음로13번길 43,412801,10275,,2,,126.899205733555,37.7018167713985,303,284.09682399726455
MA010120220805847457,찰진꽈배기,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56194,김밥 및 기타 간이 음식점업,41,경기도,41281,고양시 덕양구,41281590,고양동,4128111600,고양동,4128111600101410000,1,대지,141,,경기도 고양시 덕양구 고양동 141,412813012033,경기도 고양시 덕양구 혜음로,40,,4128111600101410000006724,밀광교회,경기도 고양시 덕양구 혜음로 40,412800,10274,,1,,126.902245118167,37.7041066567699,303,89.52039826970969
MA010120220806478303,호밀빵통밀빵,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41281,고양시 덕양구,41281590,고양동,4128111600,고양동,4128111600100910001,1,대지,91,1,경기도 고양시 덕양구 고양동 91-1,412813192028,경기도 고양시 덕양구 벽제관로,38,31,4128111600100910001017266,한양빌라,경기도 고양시 덕양구 벽제관로 38-31,412800,10274,,,,126.898755828806,37.7046327477564,303,294.3247553693585
MA010120220808425173,구공희과자점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41281,고양시 덕양구,41281590,고양동,4128111600,고양동,4128111600111320020,1,대지,1132,20,경기도 고양시 덕양구 고양동 1132-20,412813192069,경기도 고양시 덕양구 푸른마을로,23,8,4128111600111320020000001,,경기도 고양시 덕양구 푸른마을로 23-8,412500,10270,,1,,126.904172570877,37.7102965391735,303,794.9647164348033
MA010120220809639992,와플대학고양동캠퍼스,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56194,김밥 및 기타 간이 음식점업,41,경기도,41281,고양시 덕양구,41281590,고양동,4128111600,고양동,4128111600101970000,1,대지,197,,경기도 고양시 덕양구 고양동 197,412813012033,경기도 고양시 덕양구 혜음로,30,,4128111600101950008025391,삼성아파트,경기도 고양시 덕양구 혜음로 30,412800,10275,,1,,126.90280048798,37.7025891100245,303,131.75047490504122
MA010120220812243912,명랑시대쌀핫도그,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",41,경기도,41281,고양시 덕양구,41281590,고양동,4128111600,고양동,4128111600106810000,1,대지,681,,경기도 고양시 덕양구 고양동 681,412813192069,경기도 고양시 덕양구 푸른마을로,30,,4128111600106810000000001,서정프라자,경기도 고양시 덕양구 푸른마을로 30,412500,10270,,1,,126.904795331995,37.7103653968444,303,818.7382326945874
MA010120220814123100,설몽당,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41281,고양시 덕양구,41281590,고양동,4128111600,고양동,4128111600103180000,1,대지,318,,경기도 고양시 덕양구 고양동 318,412813192060,경기도 고양시 덕양구 읍내로,87,37,4128111600103180000001866,희망빌라,경기도 고양시 덕양구 읍내로 87-37,412801,10273,,,,126.896625168045,37.7053066093976,303,495.61447891814186
MA010120220802776316,뚜레쥬르운정한빛,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480570,운정3동,4148010800,야당동,4148010800110060000,1,대지,1006,,경기도 파주시 야당동 1006,414803206063,경기도 파주시 와석순환로,86,,4148010800106430002000001,,경기도 파주시 와석순환로 86,413200,10907,,,,126.750251747664,37.7114684264862,304,387.04612385237016
MA010120220802777662,씨티타워102,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480570,운정3동,4148011300,동패동,4148011300117590006,1,대지,1759,6,경기도 파주시 동패동 1759-6,414803012097,경기도 파주시 미래로,371,,4148011300117590006000001,,경기도 파주시 미래로 371,413100,10905,,1,,126.745824289932,37.7110519990784,304,76.46664875930375
MA010120220802930065,디저트39,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56221,커피 전문점,41,경기도,41480,파주시,41480570,운정3동,4148011300,동패동,4148011300117580001,1,대지,1758,1,경기도 파주시 동패동 1758-1,414803012097,경기도 파주시 미래로,369,58,4148011300117580001000001,,경기도 파주시 미래로 369-58,413100,10905,,,,126.744429194213,37.7117309206141,304,126.31624049195085
MA010120220803047605,더밀풍베이커리,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480570,운정3동,4148011300,동패동,4148011300100150001,1,대지,15,1,경기도 파주시 동패동 15-1,414804418973,경기도 파주시 미래로310번길,56,12,4148011300100150001000002,,경기도 파주시 미래로310번길 56-12,413834,10904,,1,,126.74893340006,37.7048861382105,304,808.3889840087277
MA010120220804544265,채순이네케이크,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480570,운정3동,4148011300,동패동,4148011300118140005,1,대지,1814,5,경기도 파주시 동패동 1814-5,414804418963,경기도 파주시 와석순환로192번길,14,63,4148011300118140005000001,,경기도 파주시 와석순환로192번길 14-63,413100,10901,,1,,126.741370165203,37.7148968547917,304,528.8118860564753
MA010120220805440638,레스쁘아,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480570,운정3동,4148010800,야당동,4148010800110000005,1,대지,1000,5,경기도 파주시 야당동 1000-5,414804418925,경기도 파주시 미래로408번길,40,,4148010800110000005000001,,경기도 파주시 미래로408번길 40,413200,10907,,,,126.748780723807,37.7139666176737,304,356.56271525794693
MA010120220806669883,따순기미,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480570,운정3동,4148011300,동패동,4148011300119360006,1,대지,1936,6,경기도 파주시 동패동 1936-6,414804418953,경기도 파주시 동패로63번길,33,,4148011300101620001000002,,경기도 파주시 동패로63번길 33,413100,10902,,1,,126.737035278298,37.7103545023607,304,791.8430024029309
MA010120220806719852,시옷,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480570,운정3동,4148011300,동패동,4148011300119380005,1,대지,1938,5,경기도 파주시 동패동 1938-5,414804418953,경기도 파주시 동패로63번길,15,,4148011300119380005000001,,경기도 파주시 동패로63번길 15,413100,10902,,1,,126.737060989652,37.7095078369995,304,813.2419585710763
MA010120220808608097,코코호도,,I2,음식,I210,기타 간이,I21001,빵/도넛,G47216,"빵류, 과자류 및 당류 소매업",41,경기도,41480,파주시,41480570,운정3동,4148011300,동패동,4148011300117590006,1,대지,1759,6,경기도 파주시 동패동 1759-6,414803012097,경기도 파주시 미래로,371,,4148011300117590006000001,,경기도 파주시 미래로 371,413100,10905,,,,126.745824289932,37.7110519990784,304,76.46664875930375
MA010120220810157329,지씨에피세리,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480570,운정3동,4148010800,야당동,4148010800104660059,1,대지,466,59,경기도 파주시 야당동 466-59,414802206001,경기도 파주시 동서대로,696,,4148010800104660059000001,,경기도 파주시 동서대로 696,413836,10904,,3,,126.75415968831,37.7063380338932,304,945.0283694940085
MA010120220810274070,와플대학파주운정캠퍼스,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56194,김밥 및 기타 간이 음식점업,41,경기도,41480,파주시,41480570,운정3동,4148011300,동패동,4148011300117580004,1,대지,1758,4,경기도 파주시 동패동 1758-4,414803012097,경기도 파주시 미래로,369,72,4148011300117580004000001,우성메디피아,경기도 파주시 미래로 369-72,413100,10905,,,,126.744372103347,37.7110815916658,304,150.304609686065
MA010120220811639494,부르스터스,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480570,운정3동,4148011300,동패동,4148011300117630000,1,대지,1763,,경기도 파주시 동패동 1763,414803206100,경기도 파주시 한울로,123,,4148011300100580000000001,이마트운정점,경기도 파주시 한울로 123,413100,10905,,1,,126.745087140716,37.7103774138298,304,166.14258190348596
MA010120220811855090,이응주수제도넛,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480570,운정3동,4148011300,동패동,4148011300119230000,1,대지,1923,,경기도 파주시 동패동 1923,414804418953,경기도 파주시 동패로63번길,28,,4148011300101620015000001,,경기도 파주시 동패로63번길 28,413100,10902,,1,,126.737414055231,37.7100882591975,304,765.7397191888866
MA010120220812167076,더브래드36.5,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480570,운정3동,4148011300,동패동,4148011300118120001,1,대지,1812,1,경기도 파주시 동패동 1812-1,414804418963,경기도 파주시 와석순환로192번길,14,42,4148011300102130018000001,,경기도 파주시 와석순환로192번길 14-42,413100,10901,,1,,126.741768887887,37.7147929909274,304,495.1354127595955
MA010120220812560823,펌킨베이커리,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480570,운정3동,4148011300,동패동,4148011300119080004,1,대지,1908,4,경기도 파주시 동패동 1908-4,414803206022,경기도 파주시 동패로,85,,4148011300101960006000001,,경기도 파주시 동패로 85,413100,10902,,1,,126.738838200717,37.710373802605,304,636.502470137251
MA010120220812561639,크리스피도넛,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480570,운정3동,4148011300,동패동,4148011300117610001,1,대지,1761,1,경기도 파주시 동패동 1761-1,414803012097,경기도 파주시 미래로,369,27,4148011300117610001000001,,경기도 파주시 미래로 369-27,413100,10905,,,,126.745295240046,37.7114878604683,304,57.37938316216224
MA010120220813997068,문세베이커리,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41480,파주시,41480570,운정3동,4148011300,동패동,4148011300117580001,1,대지,1758,1,경기도 파주시 동패동 1758-1,414803012097,경기도 파주시 미래로,369,58,4148011300117580001000001,,경기도 파주시 미래로 369-58,413100,10905,,1,,126.744429194213,37.7117309206141,304,126.31624049195085
